sq_feet,dt_dist,color,pool,blue,green,rent
1661.71,3.687036029,Red,0,0,0,1170.358874
1473.743435,4.579634734,Red,0,0,0,879.1452795
1664.525507,4.861397311,Blue,1,1,0,1254.17536
1512.429422,3.668367735,Blue,1,1,0,1337.274106
1703.285166,4.70034131,Blue,0,1,0,1179.550063
1383.188639,4.093065329,Blue,0,1,0,1098.653
1349.111722,3.53,Red,0,0,0,912.6833309
1444.321415,5.103982604,Red,0,0,0,903.4678911
1224.53922,5.389879453,Red,0,0,0,762.4280261
1665.694624,4.921669408,Blue,0,1,0,913.6731445
1694.462197,4.149007708,Green,0,0,1,1361.725171
1663.088149,5.062109232,Red,0,0,0,1035.349465
1147.729415,4.133274845,Red,0,0,0,682.577604
1500.810999,3.635669519,Green,0,0,1,1153.52167
1451.980888,3.443945359,Red,1,0,0,1096.091767
1235.181465,5.28,Red,0,0,0,720.5140554
1444.303196,4.292938502,Blue,0,1,0,1072.337001
1492.788415,4.392080778,Green,0,0,1,1105.334173
1500.0518,4.210221187,Red,0,0,0,846.4769586
1443.464379,4.505910135,Blue,0,1,0,919.9196362
1354.519596,4.069891292,Red,1,0,0,1144.731566
1446.215527,4.768954239,Blue,0,1,0,906.7936003
1429.824865,4.249138424,Blue,1,1,0,1257.445717
1571.553601,3.495514954,Red,1,0,0,1299.019034
1604.67025,3.680758982,Red,0,0,0,1011.694113
1629.924926,3.080335384,Blue,0,1,0,1159.790264
1551.036194,4.282119617,Red,0,0,0,901.7180317
1382.638516,4.592116661,Blue,1,1,0,1292.983341
1457.889776,4.007459391,Red,0,0,0,953.0785329
1549.252342,5.921027645,Red,0,0,0,940.7086001
1720.608015,4.328212139,Blue,0,1,0,1482.782837
1433.766572,4.728754376,Green,0,0,1,874.1231549
1399.440076,5.539924397,Red,0,0,0,764.6487838
1270.368601,2.313970299,Green,0,0,1,1034.037161
1449.37,3.544067935,Blue,0,1,0,1208.843925
1345.263197,3.500548891,Red,0,0,0,882.1528831
1410.346497,4.02,Red,0,0,0,873.5258459
1666.879279,4.681624457,Blue,0,1,0,1248.688232
1305.007641,5.355463549,Green,0,0,1,910.2948959
1433.442385,4.02,Red,0,0,0,820.0982498
1565.022735,3.80855976,Green,0,0,1,1085.757155
1649.164474,4.257821657,Red,0,0,0,1059.952944
1587.891667,3.423135267,Red,0,0,0,1013.499876
1396.112087,4.577525652,Green,0,0,1,837.4446133
1463.023393,5.022024869,Blue,0,1,0,946.7417124
1471.170154,5.158351128,Red,0,0,0,1013.999074
1540.74795,4.098234902,Blue,0,1,0,956.603462
1436.279411,5.055101872,Blue,0,1,0,893.1495568
1483.915077,4.157729328,Blue,0,1,0,1068.30259
1606.253027,4.030002777,Red,0,0,0,1028.283977
1685.839433,4.522805206,Green,0,0,1,1202.069066
1275.790035,2.801474216,Red,0,0,0,722.7959416
1505.061232,3.308570242,Blue,0,1,0,1079.818286
1475.405123,5.015304693,Red,0,0,0,875.8325667
1473.394069,4.392060582,Red,0,0,0,891.0641925
1621.381852,4.703908443,Red,0,0,0,1114.248995
1271.071657,3.614167108,Red,0,0,0,807.0843546
1576.804875,4.19,Red,1,0,0,1227.050478
1458.030739,4.415233061,Blue,0,1,0,1136.293503
1194.299016,3.815584431,Red,0,0,0,919.6868203
1493.08664,4.279563218,Red,0,0,0,760.9139082
1414.76228,3.078867758,Red,0,0,0,1201.408333
1489.390027,3.570100594,Red,0,0,0,1026.532553
1463.320716,3.220775635,Green,0,0,1,1143.594953
1604.905585,4.41321289,Red,0,0,0,956.3272878
1540.283595,3.984397859,Red,0,0,0,842.9254847
1269.59,3.708415923,Green,0,0,1,941.904084
1433.547391,5.120839649,Green,0,0,1,1138.755559
1609.613351,3.239689627,Blue,0,1,0,1079.460878
1558.89966,3.227811328,Red,0,0,0,1027.291804
1416.798529,3.145565547,Red,0,0,0,759.1517657
1709.299015,4.86519183,Blue,0,1,0,1131.440801
1433.184599,3.76981932,Red,0,0,0,788.0613095
1522.857485,3.959489193,Red,1,0,0,1210.843738
1651.455981,4.259588151,Green,0,0,1,1190.437581
1501.033326,3.602929289,Blue,0,1,0,1060.4027
1765.719041,3.70925899,Green,1,0,1,1347.969267
1442.786848,2.339186367,Red,1,0,0,1140.251135
1851.741615,4.13,Green,0,0,1,1471.739284
1577.122952,3.221846548,Blue,1,1,0,1345.727437
1319.881115,4.174849526,Blue,0,1,0,930.2941075
1410.46901,3.934681297,Blue,0,1,0,956.6335066
1636.219506,4.724602949,Blue,1,1,0,1340.139379
1430.815172,4.259339173,Red,0,0,0,1119.765832
1895.483351,3.362104552,Red,0,0,0,1073.262115
1483.405826,3.986533502,Red,0,0,0,1135.408113
1576.25886,4.449706643,Blue,0,1,0,1109.307298
1421.964132,4.953391743,Blue,0,1,0,875.6507834
1590.600263,5.1,Red,0,0,0,1011.203758
1654.467859,3.353588611,Blue,1,1,0,1376.633342
1692.965715,3.913158432,Red,0,0,0,1274.863655
1549.388834,3.77029375,Blue,0,1,0,1190.985446
1649.916123,3.537969002,Red,0,0,0,1208.973895
1375.313005,4.553921054,Blue,0,1,0,833.0234123
1592.958109,4.90603144,Red,1,0,0,1076.94056
1435.440533,4.955135683,Red,0,0,0,814.608915
1707.728086,4.039518213,Green,1,0,1,1447.559188
1506.81,4.98229388,Red,0,0,0,897.3809716
1683.346766,3.810361577,Red,0,0,0,1008.335273
1275.22,4.322393948,Blue,0,1,0,801.3199095
1635.035034,4.03363847,Green,0,0,1,1230.793208
1524.389245,4.06,Red,0,0,0,923.1505246
1719.146288,3.307876199,Red,0,0,0,1149.923103
1643.195331,4.58321896,Red,0,0,0,1104.501881
1346.513254,5.056992708,Red,0,0,0,905.6087188
1518.359499,4.982999673,Green,0,0,1,1290.362896
1412.02235,4.165406711,Blue,0,1,0,1101.597563
1518.581016,4.166735111,Red,0,0,0,963.8205758
1406.046307,4.054458018,Red,0,0,0,729.5116851
1378.792616,4.19,Blue,0,1,0,955.3662985
1456.318847,4.152586508,Red,0,0,0,910.6826301
1583.961583,4.32945111,Blue,0,1,0,1173.335466
1549.338017,5.239969086,Red,0,0,0,986.7776519
1620.549428,3.934543618,Red,0,0,0,1053.67942
1378.684567,5.520369196,Red,0,0,0,782.7597298
1566.104864,5.34,Red,0,0,0,841.1807123
1349.471668,4.598548618,Red,0,0,0,761.5017107
1637.207777,5.044800575,Blue,1,1,0,1098.120563
1620.090209,4.889829655,Blue,0,1,0,977.2771671
1350.040422,4.915856881,Red,0,0,0,923.1233107
1578.446908,3.726471157,Red,0,0,0,998.6526542
1462.593639,4.54206539,Blue,0,1,0,1004.937013
1637.860758,3.999873032,Red,0,0,0,1027.422118
1487.93114,4.262773239,Red,0,0,0,900.9656069
1317.594591,3.711278043,Red,0,0,0,868.3546993
1253.671388,4.923248436,Red,0,0,0,589.6474555
1482.254707,4.760550247,Red,1,0,0,1383.116112
1518.028166,4.421753084,Blue,0,1,0,1125.577508
1428.465959,3.8,Blue,1,1,0,1145.090922
1560.032275,4.200511059,Red,1,0,0,1212.3667
1506.11,4.081986054,Blue,1,1,0,1360.059696
1397.379314,3.601036735,Red,0,0,0,892.0753339
1381.219959,4.318848226,Red,0,0,0,983.3760433
1379.246886,4.361686127,Red,0,0,0,998.8597517
1382.033097,4.128877423,Red,0,0,0,997.4837672
1561.71971,3.734904536,Red,0,0,0,904.7796675
1513.129153,3.926719515,Red,0,0,0,943.778736
1393.782477,3.767345476,Red,0,0,0,682.8451439
1423.491045,3.925751951,Red,0,0,0,877.0150963
1459.650147,4.228519622,Blue,0,1,0,1013.319231
1557.010486,3.666219472,Red,0,0,0,980.0441958
1816.737047,3.802309305,Blue,0,1,0,1388.494639
1316.754968,4.569188781,Red,0,0,0,714.8032862
1285.828914,4.33,Red,0,0,0,755.8699942
1298.7978,4.565652931,Red,0,0,0,787.3232789
1821.608084,4.668510219,Red,1,0,0,1148.007945
1287.914933,4.504830985,Red,0,0,0,781.6942558
1368.195955,2.693473208,Red,0,0,0,836.7477281
1346.019242,4.579917497,Red,0,0,0,787.331184
1726.175819,4.49245922,Green,0,0,1,1184.827843
1295.068005,4.756746819,Red,0,0,0,708.6967277
1553.528973,4.497864902,Green,0,0,1,927.731799
1587.840846,3.927286238,Red,0,0,0,1022.110812
1423.070849,4.6510754,Red,1,0,0,1085.92693
1675.092265,4.76,Green,0,0,1,1423.654734
1586.097881,3.070695693,Blue,0,1,0,1042.862243
1718.894043,3.6583178,Green,0,0,1,1404.231374
1696.400876,4.020220722,Red,0,0,0,1174.518593
1335.659081,3.468992967,Green,1,0,1,1145.454644
1616.312928,3.845276853,Green,1,0,1,1568.811233
1426.405493,4.391735833,Red,0,0,0,931.7799375
1406.534594,3.282527655,Red,0,0,0,1034.123393
1577.205003,3.821082133,Red,0,0,0,1034.206296
1564.318176,5.014033468,Blue,0,1,0,1071.638575
1525.405506,3.686230791,Red,0,0,0,994.9524037
1270.276898,3.973589136,Red,0,0,0,765.9187038
1405.446814,2.695170028,Blue,0,1,0,945.2096908
1439.630032,3.199524068,Red,0,0,0,912.967083
1584.256958,4.897910115,Red,0,0,0,875.0915732
1771.921104,4.203657388,Green,1,0,1,1507.249991
1431.790699,4.258411898,Blue,0,1,0,1074.457835
1351.890309,4.038732209,Red,0,0,0,936.374293
1225.483805,3.590201263,Red,0,0,0,598.8901612
1659.723358,4.617622671,Green,0,0,1,1280.406937
1518.583143,4.034851687,Blue,1,1,0,1264.96133
1677.922793,4.055389235,Red,0,0,0,1129.589671
1669.893649,4.555820677,Red,0,0,0,1114.541023
1709.587126,3.948640811,Red,0,0,0,1041.54494
1291.091744,3.958235358,Green,0,0,1,1013.422723
1613.012872,3.059292718,Red,0,0,0,1042.493488
1610.743771,4.748598857,Red,1,0,0,1247.864153
1397.755261,4.074734251,Green,0,0,1,1056.206812
1556.109597,3.651031617,Red,0,0,0,1006.464539
1634.703623,3.867161064,Red,0,0,0,1071.430374
1615.990073,2.834822346,Red,0,0,0,1033.985352
1515.755891,4.765095187,Red,1,0,0,1096.82712
1466.643181,5.235179823,Blue,0,1,0,824.6637353
1753.600038,3.528517784,Red,0,0,0,1039.462998
1545.905269,4.938766352,Blue,0,1,0,814.9311736
1910.534016,3.26,Red,0,0,0,1152.061786
1535.944033,4.114415843,Red,1,0,0,1287.273975
1258.052447,3.432606791,Red,0,0,0,806.4769697
1514.150484,4.982500097,Blue,0,1,0,918.5828183
1805.541688,4.067196709,Green,0,0,1,1355.619722
1421.476201,3.982096027,Red,0,0,0,832.3822564
1537.39022,4.422127569,Green,0,0,1,1032.779243
1517.396141,2.527977667,Blue,0,1,0,960.9588876
1416.091491,4.004377425,Red,0,0,0,945.3596661
1374.120257,5.084503947,Blue,1,1,0,1065.933689
1896.5,4.454498886,Red,0,0,0,945.9202094
1598.724929,5.09,Green,0,0,1,1091.35321
1599.833963,4.959432547,Blue,0,1,0,1213.240103
1630.197743,3.391948526,Red,0,0,0,1049.936144
1614.13672,3.843764856,Red,0,0,0,1082.321471
1281.141478,3.422185691,Blue,0,1,0,961.3463676
1486.290504,4.787981468,Blue,1,1,0,1205.944581
1441.826163,3.523199615,Green,0,0,1,1097.785141
1576.056442,4.661432105,Green,1,0,1,1196.011555
1452.350454,4.053794832,Blue,0,1,0,896.1981184
1205.443195,3.877177838,Red,1,0,0,975.3539744
1656.023197,4.636835622,Blue,0,1,0,1149.021274
1518.476113,3.63276122,Blue,0,1,0,835.7338712
1607.818587,4.346778342,Blue,0,1,0,1096.641498
1415.421378,4.597197926,Blue,1,1,0,1139.34731
1672.960234,4.800933304,Green,1,0,1,1244.268123
1464.478223,3.99937817,Blue,0,1,0,912.1266007
1342.777115,4.673563187,Blue,0,1,0,1089.326379
1551.696654,3.650012864,Green,0,0,1,1293.167883
1561.956592,2.310239056,Red,0,0,0,1111.407314
1733.623865,4.256535799,Blue,0,1,0,1062.92917
1447.004231,4.879078382,Red,0,0,0,883.7673275
1312.479384,4.765090864,Blue,0,1,0,1050.270681
1564.492535,3.988802231,Red,0,0,0,1076.788156
1475.668474,4.552136447,Blue,0,1,0,1152.046964
1433.992583,4.164448823,Red,0,0,0,1130.390973
1413.049607,4.987704899,Red,0,0,0,746.8378646
1332.035905,4.094063835,Blue,0,1,0,864.8011771
1146.651708,4.526101644,Red,0,0,0,649.665305
1585.054625,4.496221936,Red,1,0,0,1308.563115
1756.285669,3.951904764,Red,0,0,0,1137.775369
1781.242334,3.794019223,Red,1,0,0,1609.190847
1649.555356,3.952838654,Blue,0,1,0,1187.079833
1565.205626,3.578039905,Red,0,0,0,1012.155237
1659.897919,3.391546452,Green,1,0,1,1395.519591
1018.211882,4.430772439,Red,0,0,0,620.4619226
1573.199029,3.311310433,Red,1,0,0,1265.220404
1548.72488,4.227607298,Blue,0,1,0,1036.525039
1715.013018,4.703045291,Red,0,0,0,963.3158106
1633.5987,5.642796854,Red,1,0,0,1252.735617
1711.374724,4.552287941,Blue,0,1,0,1153.388326
1393.364921,4.449449134,Blue,0,1,0,908.9981366
1777.384951,4.633311531,Red,0,0,0,1059.802027
1716.874298,3.645492288,Blue,0,1,0,1216.948353
1636.416219,4.816373579,Red,1,0,0,1055.388577
1657.641184,5.195624851,Green,0,0,1,992.5748305
1455.110382,4.844092767,Red,0,0,0,1049.407199
1322.545573,5.063318994,Red,1,0,0,1157.736825
1546.500071,4.41446667,Red,0,0,0,889.3870948
1397.898055,3.395850399,Red,0,0,0,772.8346736
1464.146517,4.72862472,Blue,0,1,0,939.1715007
1289.96,4.289301706,Blue,0,1,0,679.4459105
1484.806174,3.78529837,Red,0,0,0,813.7306976
1719.769369,4.683113132,Blue,1,1,0,1292.533691
1390.845762,4.349785346,Red,0,0,0,750.1655625
1776.329005,4.19876409,Red,0,0,0,1330.736936
1415.707771,4.585245406,Blue,0,1,0,952.6206974
1552.450775,3.558966168,Blue,1,1,0,1123.386864
1496.009819,4.1412388,Red,0,0,0,923.6926315
1255.77908,3.446748444,Blue,0,1,0,837.0259045
1288.65629,4.010095101,Blue,0,1,0,799.0690418
1768.290105,3.413408687,Red,0,0,0,1314.451588
1309.027674,4.708611831,Red,0,0,0,879.9118038
1186.823668,4.13940488,Blue,0,1,0,771.8025648
1365.542903,4.15,Red,1,0,0,1091.802689
1522.564231,4.085008385,Green,0,0,1,1000.116556
1495.849435,3.41151659,Red,0,0,0,940.3524534
1546.028607,4.563369159,Green,0,0,1,1073.784119
1423.45236,3.711856161,Red,0,0,0,924.6455424
1525.119584,4.235398416,Blue,0,1,0,1003.058689
1722.831159,4.423091809,Red,0,0,0,927.3634176
1160.408504,5.024649146,Red,0,0,0,513.9000641
1631.718086,4.171868183,Red,0,0,0,965.5485776
1465.836327,5.461614699,Blue,0,1,0,944.29129
1237.78102,4.293199656,Blue,0,1,0,765.6325174
1153.859579,3.571109393,Green,0,0,1,731.0076952
1363.34276,4.682290028,Blue,0,1,0,735.3472744
1357.305411,3.153362469,Red,0,0,0,813.3586588
1601.998958,4.666609538,Red,0,0,0,1097.615791
1634.279227,3.971197965,Red,1,0,0,1200.344542
1490.918706,4.08401294,Green,0,0,1,1002.472019
1607.094291,3.860317439,Blue,0,1,0,1023.962992
1259.525947,3.356829791,Red,1,0,0,1098.437364
1308.997941,3.255426598,Blue,0,1,0,851.3682948
1531.791644,3.926151844,Red,0,0,0,1144.150415
1515.363033,4.116474423,Blue,0,1,0,1165.713889
1531.020301,2.745699755,Red,0,0,0,1132.315526
1381.749675,4.354753214,Blue,0,1,0,794.4223979
1609.093499,2.619130738,Green,0,0,1,1299.793495
1548.165735,3.897237145,Red,0,0,0,1115.721934
1640.128065,4.427468955,Red,0,0,0,1023.21826
1622.144147,3.55681828,Blue,0,1,0,1108.831862
1340.568354,4.870711291,Blue,0,1,0,822.4417818
1377.448845,3.618283276,Blue,1,1,0,1339.410976
1636.062326,4.028995398,Blue,0,1,0,1058.200238
1448.468716,4.749314055,Blue,0,1,0,1041.781986
1565.216164,4.238365451,Red,0,0,0,1147.276595
1553.657892,4.591102845,Red,0,0,0,863.8667075
1195.230112,4.456933267,Blue,0,1,0,945.8727072
1490.906345,3.770694226,Blue,0,1,0,929.9087977
1604.675678,3.738725405,Blue,1,1,0,1278.369379
1503.716496,4.7136153,Red,0,0,0,829.2832779
1387.875361,4.951656249,Green,0,0,1,830.4307463
1548.247603,5.081833902,Red,0,0,0,877.1525591
1531.05997,3.637517128,Blue,0,1,0,1117.775529
1596.902646,4.292263016,Red,1,0,0,1104.415997
1744.337913,5.188722996,Green,0,0,1,1316.916891
1456.245475,3.49213544,Red,0,0,0,950.1113326
1307.583066,2.857421896,Green,1,0,1,1327.909431
1533.834969,3.859975024,Red,1,0,0,1215.796985
1708.073365,4.727211342,Green,0,0,1,1178.878927
1552.711572,3.968792827,Red,0,0,0,879.7036466
1311.514895,3.085961481,Blue,0,1,0,1019.874831
1776.640355,3.072439817,Red,0,0,0,1043.317736
1321.09723,4.82,Red,0,0,0,981.925783
1586.518729,4.405543164,Blue,0,1,0,990.3386632
1416.227481,4.28470756,Red,0,0,0,973.1971641
1783.086493,4.036661301,Green,0,0,1,1362.19132
1517.522375,5.744304377,Red,0,0,0,663.793924
1396.64229,5.041635096,Red,1,0,0,961.0997113
1399.343683,3.245249159,Red,0,0,0,1062.955435
1303.881722,3.859262339,Red,0,0,0,934.4486539
1243.869673,4.767997508,Blue,1,1,0,1221.513464
1426.535242,4.525885146,Red,0,0,0,958.8267261
1569.223863,4.0932802,Red,0,0,0,1144.516676
1654.510447,3.769217914,Blue,1,1,0,1346.726637
1406.605102,4.31621299,Red,0,0,0,997.1717513
2017.581605,3.920417649,Blue,0,1,0,1412.089607
1703.606588,5.595149064,Red,0,0,0,1068.320453
1488.691214,4.342441259,Blue,0,1,0,998.9004996
1277.325199,4.212704881,Red,0,0,0,770.6405556
1472.31268,4.11643235,Green,0,0,1,1001.154024
1536.623892,4.530049654,Blue,0,1,0,1029.901538
1122.548104,5.30982471,Red,0,0,0,780.2613946
1287.55472,4.38446501,Green,0,0,1,1016.146641
1480.451817,4.566646659,Red,0,0,0,1041.613002
1510.386035,3.425526933,Red,0,0,0,903.0912518
1476.419413,4.205188737,Red,0,0,0,779.5304979
1526.030642,4.450793218,Blue,0,1,0,943.2909802
1511.740369,4.364807226,Red,0,0,0,902.9405974
1390.76031,4.291477448,Blue,0,1,0,983.1323183
1436.383407,2.996791136,Red,0,0,0,973.3034398
1364.948799,5.351477396,Red,0,0,0,866.6205225
1652.288801,4.678686013,Blue,1,1,0,1265.959998
1399.902759,3.996267916,Green,1,0,1,1183.495333
1237.509581,3.66908761,Blue,0,1,0,770.9593821
1588.479921,3.980534012,Red,0,0,0,1026.115328
1335.471315,4.112788028,Blue,0,1,0,1038.638761
1427.892776,4.528679956,Red,1,0,0,1113.725873
1453.679101,3.98702686,Blue,0,1,0,1039.675762
1390.588314,3.85117555,Red,0,0,0,678.4911637
1538.14,3.506231125,Blue,0,1,0,1155.057606
1629.862154,4.404342142,Red,0,0,0,1115.18082
1642.56004,4.219872971,Red,0,0,0,981.3568092
1585.878793,3.99077475,Red,0,0,0,801.8140863
1348.328698,4.059802848,Red,0,0,0,864.2217612
1219.183067,4.514008321,Blue,0,1,0,744.2217769
1499.053345,3.93,Blue,1,1,0,1190.886507
1336.190213,2.987640523,Red,0,0,0,728.9143728
1633.942592,4.620947912,Blue,0,1,0,1250.586415
1538.815844,4.049218928,Red,0,0,0,1108.230108
1525.595078,4.725264081,Blue,0,1,0,917.5468158
1599.854296,3.51143959,Blue,0,1,0,1242.808861
1613.368353,4.56042398,Red,0,0,0,814.8969288
1595.786043,3.854948805,Red,0,0,0,878.2161449
1583.397669,4.761110282,Red,0,0,0,1082.995876
1409.311786,4.932927996,Red,0,0,0,1037.521653
1694.81435,2.94134678,Blue,0,1,0,1174.320492
1425.793893,4.69,Green,0,0,1,1092.84666
1445.820142,3.45161433,Red,1,0,0,1088.526897
1672.932057,5.068840747,Red,0,0,0,934.9733589
1533.743995,5.199524575,Red,0,0,0,961.1763491
1528.985033,4.174150679,Blue,0,1,0,848.1999672
1609.137117,4.863270198,Blue,1,1,0,1096.351168
1636.087181,3.195080038,Red,0,0,0,996.6838511
1331.08841,3.497858112,Red,0,0,0,979.2802869
1341.888081,4.417342245,Red,0,0,0,568.2221178
1398.187468,3.597532738,Red,0,0,0,932.7100044
1879.730572,3.585379525,Red,0,0,0,1090.448788
1530.768682,4.021384815,Red,0,0,0,1023.021157
1410.950982,4.140029961,Red,0,0,0,993.3972448
1334.223229,3.722248438,Red,0,0,0,819.5449668
1485.572086,3.234187537,Green,1,0,1,1331.313107
1445.398279,5.42709492,Blue,0,1,0,849.9370723
1538.326086,3.85,Green,1,0,1,1461.593564
1691.28591,4.263865488,Red,0,0,0,1133.306043
1490.414137,3.901636422,Red,0,0,0,948.2596075
1367.445583,4.21,Green,0,0,1,1042.91218
1562.415495,3.630820344,Green,0,0,1,1012.351399
1395.986653,4.050166721,Blue,0,1,0,986.1200595
1592.418423,5.157828871,Red,0,0,0,1065.802059
1457.748507,3.478388116,Red,0,0,0,801.1329227
1380.242013,4.510099214,Red,1,0,0,937.8412882
1582.023867,4.003190989,Red,0,0,0,972.3309641
1526.225989,5.167378577,Red,0,0,0,1048.327702
1704.428755,4.584233377,Blue,0,1,0,1089.908465
1324.97,3.093288054,Red,0,0,0,891.3078546
1453.902372,4.591964535,Green,0,0,1,1079.68015
1359.824914,3.341685771,Red,0,0,0,971.4430924
1437.520574,4.534687641,Green,0,0,1,1004.959046
1411.418849,3.954481152,Green,0,0,1,1127.39297
1621.39753,4.41994654,Red,0,0,0,977.4952977
1635.290695,4.122776381,Red,0,0,0,1080.288013
1649.035226,4.904032782,Red,0,0,0,1055.658004
1477.483211,4.336626268,Blue,1,1,0,1181.012367
1599.725672,3.29271962,Blue,0,1,0,1014.851579
1553.775418,2.39625109,Green,0,0,1,1261.521899
1795.659057,5.182894984,Green,0,0,1,1125.998133
1637.0612,4.54907166,Red,0,0,0,1046.024384
1532.730378,3.294191543,Blue,0,1,0,1200.339627
1124.723265,3.982366139,Blue,0,1,0,715.9895971
1454.424701,5.186839806,Blue,0,1,0,1056.348548
1290.194601,3.055264929,Blue,0,1,0,1029.447251
1528.231405,5.427365546,Red,0,0,0,916.6142094
1541.799513,2.783974737,Blue,1,1,0,1231.475725
1406.749759,4.963145548,Blue,0,1,0,938.3809899
1471.52578,4.18,Blue,0,1,0,1221.646278
1363.343579,4.455633363,Blue,0,1,0,791.1398981
1627.129732,4.518112538,Red,0,0,0,932.66504
1193.856003,4.477763617,Blue,0,1,0,977.8872484
1509.274563,3.020154865,Blue,0,1,0,1221.157982
1542.03538,4.67051147,Red,0,0,0,988.8240346
1319.494041,5.17522754,Blue,1,1,0,988.1445571
1218.713298,3.610419306,Green,1,0,1,1178.999614
1428.696998,3.475708895,Blue,0,1,0,1140.93848
1160.978556,3.701628953,Red,0,0,0,601.830614
1375.010246,4.657283535,Red,0,0,0,790.023708
1302.265188,3.600231687,Blue,0,1,0,847.3202304
1219.746694,5.528635021,Red,1,0,0,946.9160162
1666.370774,3.644513833,Blue,0,1,0,1198.732614
1446.991166,5.152641179,Red,0,0,0,936.26669
1331.786803,4.152323797,Red,0,0,0,609.122636
1461.145926,5.144220108,Red,0,0,0,754.8867561
1649.683615,3.646334978,Blue,1,1,0,1292.21624
1552.62,4.662255711,Blue,0,1,0,1031.787703
1308.080786,3.475329948,Blue,0,1,0,1044.939421
1288.177319,3.895303232,Green,1,0,1,1127.153599
1684.018708,4.237183381,Red,0,0,0,1126.949642
1470.099464,4.018256789,Green,0,0,1,940.5603882
1226.317526,4.449905524,Green,0,0,1,955.9687279
1233.795479,4.81110522,Red,0,0,0,749.9345592
1677.810897,3.939999628,Red,0,0,0,1097.692521
1408.561777,4.857436572,Red,0,0,0,879.8874807
1326.60237,2.484914234,Blue,1,1,0,1214.764688
