sq_feet,dt_dist,color,pool,blue,green,rent
1271.0716565513578,3.614167108063386,Red,0,0,0,809.0418041827811
1576.8048753684172,4.19307298285356,Red,1,0,0,1194.109763615214
1458.030739253789,4.4152330605578936,Blue,0,1,0,999.8598644497577
1194.2990160017991,3.8155844312550546,Red,0,0,0,745.2300896385067
1493.0866398317473,4.279563217694154,Red,0,0,0,931.1824869975153
1414.762279502382,3.078867758474828,Red,0,0,0,936.3902077279259
1489.3900272727335,3.570100594085247,Red,0,0,0,964.0679893866511
1463.3207159330088,3.2207756350388137,Green,0,0,1,1113.2857194011656
1604.9055853634059,4.413212890375483,Red,0,0,0,1002.7732652356099
1540.2835953188257,3.984397859381644,Red,0,0,0,978.9786237540959
1269.5923924967599,3.7084159233518883,Green,0,0,1,953.2938785801375
1433.547390704576,5.120839649184161,Green,0,0,1,997.4411910339951
1609.6133506161443,3.239689627184967,Blue,0,1,0,1164.7448640720527
1558.8996599003824,3.227811328001963,Red,0,0,0,1029.8391955301695
1416.7985289799183,3.1455655467496157,Red,0,0,0,934.4806929484619
1709.2990150431951,4.865191829994837,Blue,0,1,0,1153.2497190304946
1433.184599405971,3.769819320455482,Red,0,0,0,914.7382535614056
1522.8574846396368,3.9594891926988756,Red,1,0,0,1168.025779612802
1651.4559806201933,4.259588151153142,Green,0,0,1,1193.039778876478
1501.0333262608783,3.602929288734269,Blue,0,1,0,1070.576863945901
1765.719040644645,3.7092589897912807,Green,1,0,1,1500.5403789616876
1442.7868478403543,2.339186367435585,Red,1,0,0,1192.9914751164688
1851.7416146813957,4.13196717330244,Green,0,0,1,1339.620771611855
1577.122952460587,3.221846548028938,Blue,1,1,0,1342.8937393209637
1319.8811148642205,4.174849526194619,Blue,0,1,0,915.1743040952234
1410.4690101289334,3.9346812971277965,Blue,0,1,0,990.5942422338636
1636.2195063321205,4.724602949232545,Blue,1,1,0,1309.123506970857
1430.815171942622,4.259339173309801,Red,0,0,0,888.6036616943454
1895.4833509721193,3.3621045520202575,Red,0,0,0,1258.7331180794704
1483.405825768704,3.9865335021437702,Red,0,0,0,939.0574029309043
1576.2588603068295,4.449706643111583,Blue,0,1,0,1080.8958700592016
1421.964131977635,4.953391743416088,Blue,0,1,0,947.70530521354
1590.6002634047688,5.10178254795829,Red,0,0,0,958.3310569854236
1654.4678590592844,3.3535886108385786,Blue,1,1,0,1390.4480707995701
1692.9657147667635,3.913158432072056,Red,0,0,0,1089.4180787331316
1549.388833547874,3.770293749638721,Blue,0,1,0,1096.0574960015756
1649.9161228168664,3.5379690016153704,Red,0,0,0,1078.0428358910378
1375.3130046765034,4.553921053681928,Blue,0,1,0,935.0230505894558
1592.9581086747232,4.906031440365757,Red,1,0,0,1169.7691040540185
1435.440532977604,4.955135683493388,Red,0,0,0,857.0515889096533
1707.728086475633,4.0395182129122675,Green,1,0,1,1443.4337498873297
1506.81305316873,4.982293879952456,Red,0,0,0,905.6544432204881
1683.3467664257419,3.8103615768434755,Red,0,0,0,1087.8246576558454
1275.22059814713,4.322393947724386,Blue,0,1,0,876.5347213167717
1635.035033803526,4.033638470228416,Green,0,0,1,1192.8426001510472
1524.3892454579752,4.06423797977677,Red,0,0,0,963.8605728317441
1719.1462883418292,3.307876199384878,Red,0,0,0,1138.0085918700365
1643.1953310034653,4.583218959912265,Red,0,0,0,1021.0757837068124
1346.513254107166,5.056992708178787,Red,0,0,0,789.7096424660767
1518.359498898949,4.982999672785327,Green,0,0,1,1063.701665589998
1412.0223497446054,4.165406710834046,Blue,0,1,0,980.1453092795216
1518.5810158366667,4.166735111263974,Red,0,0,0,954.669955522468
1406.0463073421784,4.054458017867429,Red,0,0,0,881.5095142461532
1378.7926164526507,4.18787626753924,Blue,0,1,0,955.7610181398934
1456.3188471736983,4.152586508140358,Red,0,0,0,911.7938676145709
1583.9615834277279,4.329451110178155,Blue,0,1,0,1092.3005528905016
1549.3380171118451,5.239969085879405,Red,0,0,0,922.5381576843213
1620.549428205037,3.934543617929398,Red,0,0,0,1037.6574188470559
1378.6845670885366,5.5203691964451584,Red,0,0,0,789.0607371397175
1566.104864113009,5.34321102486527,Red,0,0,0,929.1128536358427
1349.4716678424609,4.598548617614488,Red,0,0,0,814.7027366089983
1637.2077768341042,5.044800574514625,Blue,1,1,0,1293.8054150581415
1620.0902090883187,4.889829654708111,Blue,0,1,0,1089.5716636264176
1350.040421799013,4.915856881138188,Red,0,0,0,799.2354512023996
1578.4469079745877,3.726471157052981,Red,0,0,0,1018.5892777295622
1462.5936392115525,4.542065389672901,Blue,0,1,0,996.7122779644418
1637.8607576302982,3.999873032438709,Red,0,0,0,1046.5088787192733
1487.9311396418757,4.262773238871195,Red,0,0,0,928.4131358057532
1317.5945910952394,3.711278043156817,Red,0,0,0,836.7523116088266
1253.671387728858,4.923248435974102,Red,0,0,0,731.4075496114954
1482.2547074537351,4.7605502471200705,Red,1,0,0,1099.550782861611
1518.0281661549548,4.421753083804165,Blue,0,1,0,1041.53206211826
1428.4659592086414,3.8024051520595803,Blue,1,1,0,1209.80591384307
1560.0322749211205,4.200511059349926,Red,1,0,0,1181.9970394772881
1506.10903550929,4.081986053691234,Blue,1,1,0,1250.1770221719412
1397.3793142732247,3.6010367348417693,Red,0,0,0,898.1136832491688
1381.2199589203462,4.318848225767728,Red,0,0,0,850.9115599558559
1379.246886136622,4.361686127411249,Red,0,0,0,847.3885139250729
1382.0330974518793,4.128877422819441,Red,0,0,0,860.9792970753433
1561.7197095032918,3.734904536216034,Red,0,0,0,1006.4585698415025
1513.129153168253,3.926719515440933,Red,0,0,0,962.8544314457304
1393.7824770989457,3.767345476111009,Red,0,0,0,887.2804601637115
1423.4910454951835,3.925751950608348,Red,0,0,0,900.156134316211
1459.6501468060808,4.228519621705997,Blue,0,1,0,1010.3291216789565
1557.0104860216313,3.666219472475207,Red,0,0,0,1006.5963665913815
1816.7370470396618,3.8023093049299836,Blue,0,1,0,1281.600467681264
1316.7549684571584,4.569188781461204,Red,0,0,0,793.2690388469507
1285.828913866322,4.32574109575483,Red,0,0,0,783.7931849186839
1298.7977997915825,4.565652931179776,Red,0,0,0,780.8758132951189
1821.6080841016485,4.668510219377652,Red,1,0,0,1341.7001479022713
1287.9149326091758,4.504830984892011,Red,0,0,0,776.2989035818225
1368.1959554914422,2.6934732077796344,Red,0,0,0,923.0635084550277
1346.0192419398059,4.579917496866141,Red,0,0,0,813.217594514557
1726.1758185803076,4.492459220413897,Green,0,0,1,1233.7001119855204
1295.0680048330823,4.756746818545165,Red,0,0,0,768.7102624558994
1553.5289733434777,4.497864902295916,Green,0,0,1,1112.5770362256385
1587.8408458600713,3.9272862376454927,Red,0,0,0,1015.1242802197752
1423.070849096407,4.651075399807156,Red,1,0,0,1063.5958243771272
1675.0922647342154,4.75560948884891,Green,0,0,1,1184.7841108715052
1586.0978811343887,3.070695693081106,Blue,0,1,0,1156.7337321400166
1718.8940434403648,3.6583178001868446,Green,0,0,1,1270.3099403989129
1696.400876372771,4.020220721888165,Red,0,0,0,1086.4695773665312
1335.6590811920237,3.468992967099769,Green,1,0,1,1211.5117084794283
1616.3129276574946,3.8452768527314647,Green,1,0,1,1389.155206723673
1426.4054927773484,4.391735832719035,Red,0,0,0,878.8970533081921
1406.5345936529272,3.282527654663202,Red,0,0,0,920.4478328238889
1577.205002932088,3.821082133286181,Red,0,0,0,1012.9893953881524
1564.318176263173,5.014033467609413,Blue,0,1,0,1044.3210500037503
1525.4055057261194,3.6862307905652876,Red,0,0,0,983.4723144800191
1270.2768975217882,3.9735891362520657,Red,0,0,0,790.5143714526484
1405.4468143486577,2.6951700282386417,Blue,0,1,0,1049.0542686321282
1439.6300315213753,3.1995240679513715,Red,0,0,0,947.764818667394
1584.2569581693863,4.897910114518793,Red,0,0,0,964.0843649926306
1771.9211043844819,4.203657387571033,Green,1,0,1,1480.1619036905856
1431.790699020212,4.258411897927651,Blue,0,1,0,989.3328944177657
1351.8903093801846,4.038732208989326,Red,0,0,0,844.386606116663
1225.4838046140953,3.5902012631842934,Red,0,0,0,778.3286000706521
1659.723357963582,4.617622671004219,Green,0,0,1,1180.9252170242964
1518.5831434007082,4.034851686551962,Blue,1,1,0,1261.2656160528977
1677.9227932973429,4.055389235320398,Red,0,0,0,1071.77649354212
1669.8936490632395,4.555820676589638,Red,0,0,0,1041.1345205147857
1709.5871255826971,3.948640811152655,Red,0,0,0,1099.2789473502553
1291.0917444169872,3.9582353582396763,Green,0,0,1,955.8524531799072
1613.0128718995027,3.0592927182004317,Red,0,0,0,1076.1443744196301
1610.7437710058869,4.748598856919123,Red,1,0,0,1190.0906968581644
1397.7552606096106,4.074734250554361,Green,0,0,1,1024.6919698990093
1556.1095973595243,3.6510316170056965,Red,0,0,0,1006.7251373013821
1634.7036230757262,3.8671610635979077,Red,0,0,0,1050.9344829731128
1615.990073056113,2.834822346425738,Red,0,0,0,1089.451933817992
1515.7558908047902,4.765095187206413,Red,1,0,0,1122.7743642030325
1466.643180607858,5.235179823033848,Blue,0,1,0,964.8912352738083
1753.6000380547791,3.5285177835107273,Red,0,0,0,1151.094137462809
1545.9052693157068,4.938766351850558,Blue,0,1,0,1035.1953709284667
1910.5340163766648,3.2616276612872,Red,0,0,0,1274.2924283993052
1535.944033017418,4.114415842609185,Red,1,0,0,1169.4400309817333
1258.0524474176036,3.4326067911683027,Red,0,0,0,809.0063736339074
1514.150483608806,4.982500096905608,Blue,0,1,0,1010.7803336808839
1805.5416881245246,4.067196708660399,Green,0,0,1,1310.5193462541472
1421.476201398204,3.9820960273352024,Red,0,0,0,895.9285396119826
1537.3902198370079,4.422127568872041,Green,0,0,1,1105.0667754423034
1517.3961408046002,2.527977667196528,Blue,0,1,0,1135.7784152033937
1416.0914909988144,4.004377424667487,Red,0,0,0,891.0451724657958
1374.1202569254574,5.084503947468994,Blue,1,1,0,1107.6589824743705
1896.49789871179,4.454498885784602,Red,0,0,0,1204.8235848090228
1598.7249285811583,5.08863550101744,Green,0,0,1,1114.6756749559386
1599.8339630857763,4.9594325472185155,Blue,0,1,0,1071.9121467991174
1630.1977430547752,3.391948526282713,Red,0,0,0,1071.540993824207
1614.1367199498075,3.8437648556654875,Red,0,0,0,1037.7074611815908
1281.1414775490707,3.422185690873824,Blue,0,1,0,925.6897497406583
1486.2905035182162,4.787981467681085,Blue,1,1,0,1201.004279078697
1441.826163151866,3.5231996150218174,Green,0,0,1,1083.1183334552154
1576.0564424925512,4.661432104966548,Green,1,0,1,1320.1679044964585
1452.3504541162981,4.053794831793286,Blue,0,1,0,1013.9555762917443
1205.4431949654725,3.877177837530458,Red,1,0,0,949.9513445993078
1656.0231965684254,4.636835621753779,Blue,0,1,0,1127.3744565102088
1518.476113216073,3.6327612195828696,Blue,0,1,0,1081.2952182721074
1607.8185866538215,4.3467783422509365,Blue,0,1,0,1108.134093545128
1415.4213782834076,4.597197926294934,Blue,1,1,0,1160.9350684836386
1672.9602337230938,4.800933304361965,Green,1,0,1,1381.0254983880673
1464.4782231427707,3.9993781703724225,Blue,0,1,0,1025.1658476813182
1342.777115417072,4.673563186882006,Blue,0,1,0,906.2658214478499
1551.6966537340757,3.650012864465372,Green,0,0,1,1153.6870143905844
1561.9565922008114,2.310239055985236,Red,0,0,0,1077.8576617413062
1733.6238645623441,4.256535799179727,Blue,0,1,0,1200.7099152346543
1447.0042314081415,4.879078382324579,Red,0,0,0,868.9490428694701
1312.4793841102876,4.765090864458296,Blue,0,1,0,880.4810256542864
1564.4925345277438,3.988802230917994,Red,0,0,0,995.7046626235208
1475.6684742078132,4.552136447358789,Blue,0,1,0,1005.3611095775298
1433.9925826597937,4.1644488228976675,Red,0,0,0,895.5723667169723
1413.0496073399522,4.987704899161699,Red,0,0,0,839.7494801798816
1332.0359052661597,4.094063834873089,Blue,0,1,0,927.7219419426573
1146.6517084512357,4.5261016443619395,Red,0,0,0,676.3511136977679
1585.0546250816851,4.496221935703442,Red,1,0,0,1184.7271407720073
1756.2856691692843,3.9519047641684684,Red,0,0,0,1131.8047302100756
1781.2423344110707,3.7940192234088923,Red,1,0,0,1357.1686729173048
1649.555356262423,3.952838653969059,Blue,0,1,0,1157.046816685243
1565.2056261854393,3.5780399051464533,Red,0,0,0,1016.7419430724849
1659.8979187088823,3.391546452337741,Green,1,0,1,1442.3512204793306
1018.211881718952,4.430772439275149,Red,0,0,0,591.2096952395088
1573.1990294743844,3.311310432560907,Red,1,0,0,1235.6737990040235
1548.7248795225662,4.227607297769938,Blue,0,1,0,1072.7270507772992
1715.0130182377059,4.703045290799988,Red,0,0,0,1065.3568482263947
1633.5986995494443,5.642796853909568,Red,1,0,0,1161.3792469891325
1711.3747244099495,4.552287941053394,Blue,0,1,0,1170.3479100342947
1393.3649212417174,4.449449134347657,Blue,0,1,0,952.8829881518193
1777.3849509878123,4.6333115314036375,Red,0,0,0,1112.5038891212866
1716.8742978925864,3.6454922884997387,Blue,0,1,0,1219.5373940998234
1636.4162190286518,4.816373579034941,Red,1,0,0,1204.672674368309
1657.6411844273205,5.195624850593568,Green,0,0,1,1150.567586569446
1455.1103821447734,4.8440927670020075,Red,0,0,0,876.372629151241
1322.5455725731554,5.063318993755168,Red,1,0,0,972.6159511134505
1546.500070929563,4.414466669571684,Red,0,0,0,961.8267161721099
1397.8980548084833,3.395850398868249,Red,0,0,0,908.7361184225257
1464.1465165262616,4.7286247199805365,Blue,0,1,0,988.4713255693563
1289.95699143634,4.289301706025441,Blue,0,1,0,888.504808704166
1484.8061743033138,3.785298370430904,Red,0,0,0,950.0994034907745
1719.7693693484173,4.683113132097175,Blue,1,1,0,1369.6829019390334
1390.8457616348087,4.349785345624855,Red,0,0,0,856.1027658631233
1776.3290049557327,4.1987640904990835,Red,0,0,0,1133.4920989440586
1415.7077707345134,4.585245406217086,Blue,0,1,0,961.7331692033051
1552.450775488626,3.5589661675787605,Blue,1,1,0,1308.7672344631
1496.0098193541212,4.141238799711706,Red,0,0,0,940.1449335622995
1255.779079994715,3.4467484436955322,Blue,0,1,0,906.7079338115237
1288.656289581989,4.010095100565796,Blue,0,1,0,901.5546476791026
1768.2901046484087,3.413408686860295,Red,0,0,0,1167.1326389108713
1309.0276743467277,4.708611831404169,Red,0,0,0,780.8887804725009
1186.8236684087854,4.139404880097492,Blue,0,1,0,823.8063238812751
1365.5429028071628,4.14847803299113,Red,1,0,0,1048.4561303154576
1522.5642307626472,4.0850083854414025,Green,0,0,1,1111.544542261783
1495.8494349343919,3.4115165901705553,Red,0,0,0,976.5187749455465
1546.0286071767193,4.563369159116062,Green,0,0,1,1104.0515670679006
1423.4523602216873,3.7118561608992953,Red,0,0,0,910.8238441102163
1525.1195843787098,4.235398415998986,Blue,0,1,0,1055.8137882651477
1722.8311587159442,4.423091808936123,Red,0,0,0,1084.8272206543547
1160.408504344708,5.024649146428023,Red,0,0,0,661.0534957198944
1631.7180860582614,4.171868183374354,Red,0,0,0,1033.6092510720653
1465.8363273359885,5.461614698503187,Blue,0,1,0,953.0046942100325
1237.7810200394547,4.293199656474342,Blue,0,1,0,851.7867312039011
1153.8595789012425,3.571109393163223,Green,0,0,1,879.1462355727085
1363.3427603896303,4.682290027916762,Blue,0,1,0,920.2254308769028
1357.3054111944607,3.1533624691732713,Red,0,0,0,892.4456643774588
1601.9989583867714,4.666609537858712,Red,0,0,0,988.0687939778043
1634.279226874948,3.971197964699954,Red,1,0,0,1245.4355605774658
1490.9187061290081,4.084012939927809,Green,0,0,1,1089.4424472939154
1607.0942909257637,3.860317439450808,Blue,0,1,0,1131.950131675494
1259.5259470156482,3.356829791026073,Red,1,0,0,1013.82667335965
1308.9979410865158,3.255426598110507,Blue,0,1,0,953.5272288550356
1531.7916440250467,3.9261518436753016,Red,0,0,0,975.9465586337676
1515.3630329653733,4.116474422923492,Blue,0,1,0,1054.9304019295867
1531.0203007053747,2.745699754887264,Red,0,0,0,1034.429222749399
1381.7496751163326,4.3547532137713345,Blue,0,1,0,949.487111892866
1609.0934994706631,2.6191307383788947,Green,0,0,1,1245.4089127105194
1548.1657350087642,3.8972371453771544,Red,0,0,0,988.8541572372771
1640.1280647330746,4.427468954645701,Red,0,0,0,1026.716197580867
1622.1441469996826,3.556818280295352,Blue,0,1,0,1157.65998888501
1340.5683538207807,4.870711291311324,Blue,0,1,0,894.8622831089803
1377.4488453502904,3.6182832759788948,Blue,1,1,0,1183.3000279462585
1636.0623263343537,4.028995397665881,Blue,0,1,0,1143.7938585507534
1448.4687157771432,4.749314054626356,Blue,0,1,0,976.4623983126824
1565.2161643305603,4.238365451228346,Red,0,0,0,983.7330424699749
1553.6578922631559,4.591102845388714,Red,0,0,0,958.0053823147734
1195.230112487821,4.456933266905572,Blue,0,1,0,813.8144153961962
1490.906345491912,3.7706942263366083,Blue,0,1,0,1055.0997305275077
1604.6756775359252,3.7387254048104848,Blue,1,1,0,1336.3367040346234
1503.7164962811235,4.713615299780848,Red,0,0,0,916.9207824077439
1387.8753611546251,4.951656248931176,Green,0,0,1,973.9299403616787
1548.2476030303667,5.081833902416067,Red,0,0,0,929.6816270004532
1531.059969524239,3.637517127508276,Blue,0,1,0,1089.8661222915534
1596.9026460656107,4.292263015962504,Red,1,0,0,1203.2187014478022
1744.3379125404697,5.188722995951897,Green,0,0,1,1211.600388980734
1456.2454751059415,3.492135439567846,Red,0,0,0,944.7650605957667
1307.5830664446391,2.857421896364463,Green,1,0,1,1222.4370516930242
1533.8349691986075,3.859975024141792,Red,1,0,0,1180.6857272319357
1708.0733652319554,4.7272113421482365,Green,0,0,1,1209.290788554957
1552.7115719295518,3.968792827485521,Red,0,0,0,988.4584589764102
1311.5148952905497,3.085961480788723,Blue,0,1,0,963.7623526639486
1776.6403554482208,3.0724398167603737,Red,0,0,0,1190.0262579757357
1321.0972298549725,4.82286733051662,Red,0,0,0,783.6246943726496
1586.5187292022972,4.405543164107645,Blue,0,1,0,1090.2859522362257
1416.2274811004625,4.284707559656949,Red,0,0,0,877.1238587874761
1783.086493249917,4.036661300779177,Green,0,0,1,1296.3274802359829
1517.5223754863491,5.744304377151158,Red,0,0,0,875.0504439828865
1396.6422899824045,5.041635095836541,Red,1,0,0,1025.567848195856
1399.3436829553102,3.2452491593993926,Red,0,0,0,917.2781200987473
1303.881722029048,3.8592623391482794,Red,0,0,0,819.7540884629195
1243.869673121878,4.7679975076041625,Blue,1,1,0,1032.3088958051064
1426.5352421837395,4.525885146057511,Red,0,0,0,872.280412225742
1569.2238633282302,4.0932802000239485,Red,0,0,0,993.7926943285637
1654.5104469897117,3.7692179144670037,Blue,1,1,0,1369.6964171694478
1406.6051019458419,4.3162129902188315,Red,0,0,0,868.8129218511476
2017.581605294653,3.9204176490313882,Blue,0,1,0,1416.2862412546876
1703.606588230832,5.595149064016246,Red,0,0,0,1012.76715856077
1488.6912137794566,4.342441259420928,Blue,0,1,0,1024.961786674573
1277.3251989200407,4.212704880924495,Red,0,0,0,783.4923951978037
1472.3126803762455,4.116432349514478,Green,0,0,1,1074.797258787648
